Storekey,Country,City,Total_Sales
57,United States,Spokane Valley,5108.73996257782
22,Germany,Weimar,5106.52001953125
64,United States,Stlouis,5105.190076828003
32,Netherlands,Almelo,5103.439997673035
54,United States,Baltimore,5103.370029449463
54,United States,Hornell,5092.329964160919
50,United States,Gainesville,5091.419982910156
0,Canada,Hamilton,5088.489976167679
27,Germany,Bischofswiesen,5085.419976234436
0,United States,Shelby,5079.300048828125
50,United States,Framingham,5079.010057449341
61,United States,Cambridge,5075.020055770874
32,Netherlands,Apeldoorn,5067.919967889786
53,United States,Memphis,5063.310062408447
43,United States,Washington,5061.540040969849
29,Italy,St. Christina,5060.559946060181
38,United Kingdom,BALGAVIES,5046.79008102417
0,Australia,AVOCA BEACH,5046.710056781769
9,Canada,Cochrane,5043.550015926361
21,Germany,Buchloe,5041.039934158325
0,United States,Dublin,5038.620012283325
0,United States,Folsom,5035.88018989563
43,United States,Miami,5034.470008850098
0,United Kingdom,ROSEBUSH,5033.229976654053
48,United States,Denver,5033.129901885986
4,Australia,BORALLON,5031.550019741058
44,United States,Miami,5024.17002248764
0,United States,Carlsbad,5018.3100662231445
56,United States,New York,5018.100039482117
0,Germany,Stuttgart Rohr,5008.599922180176
59,United States,Milwaukie,5003.7900648117065
4,Australia,Crestwood,4995.720041275024
32,Netherlands,Almere,4994.070001125336
40,United Kingdom,GRANGE,4992.770118713379
40,United Kingdom,BRYNGWYN,4991.870040893555
0,Germany,Halberstadt,4989.9600830078125
21,Germany,Bremen Schönebeck,4986.320052623749
55,United States,Ocala,4984.77995300293
28,Italy,Castano Primo,4976.490020751953
0,Italy,Sarcedo,4967.81982421875
42,United Kingdom,STOKE GABRIEL,4967.81982421875
59,United States,New York,4967.720023393631
22,Germany,Lobbach,4964.9498291015625
27,Germany,Grafling,4963.200103759766
45,United States,Rossville,4962.150001525879
0,United States,Bucyrus,4961.190086364746
56,United States,Syracuse,4956.50004196167
0,United States,Artesia,4948.980087280273
57,United States,Daytona Beach,4946.139987945557
45,United States,Hatton,4944.2499742507935
0,Canada,North Vancouver,4941.83006477356
39,United Kingdom,LENTON,4940.8701095581055
54,United States,Jacksonville,4940.869926929474
0,Canada,Newmarket,4939.130028009415
54,United States,Wisconsin Rapids,4937.41005897522
48,United States,Chester,4932.9401206970215
29,Italy,Premolo,4931.469835758209
50,United States,Oklahoma City,4927.889850616455
43,United States,Oakland,4927.759904384613
22,Germany,Teistungen,4923.910039901733
24,Germany,Alfhausen,4920.940057754517
0,France,VIERZON,4914.970140457153
65,United States,Dixon,4908.510093688965
38,United Kingdom,AULTMORE,4902.380051136017
0,United States,Sedalia,4901.509973526001
29,Italy,Casilli,4901.4700319767
55,United States,West Palm Beach,4901.02995967865
14,France,LUNEL,4897.840045928955
0,United States,Tulsa,4895.709924221039
59,United States,Irvine,4894.570037841797
51,United States,Aurora,4892.489964008331
29,Italy,Mondaino,4890.279937744141
47,United States,Longview,4889.780035018921
0,Australia,OBERNE CREEK,4882.340034484863
54,United States,Sharon,4878.989978790283
43,United States,Shelton,4878.880011558533
53,United States,Cliffside Park,4873.140037536621
48,United States,Houston,4872.030035018921
31,Netherlands,Halsteren,4870.040058135986
45,United States,Atlanta,4869.77991104126
57,United States,Detroit,4864.210021972656
56,United States,Portsmouth,4864.12998008728
50,United States,Grand Rapids,4859.299959659576
57,United States,San Antonio,4853.999997138977
29,Italy,Santa Maria In Fabriago,4845.600120544434
50,United States,Golden Valley,4844.4600830078125
10,Canada,Vegreville,4843.159862518311
0,Germany,München,4842.730110645294
63,United States,Richmond,4837.670053482056
53,United States,Tucson,4834.880018234253
44,United States,Houston,4833.819955825806
19,Germany,Arnsdorf,4832.910045623779
53,United States,Camden,4831.280028820038
26,Germany,Cochem,4830.39003610611
40,United Kingdom,HOSE,4829.640060424805
44,United States,Savannah,4828.859954833984
37,United Kingdom,LARG,4826.119884490967
55,United States,Dallas,4824.51003074646
38,United Kingdom,Stanley,4824.419988632202
42,United Kingdom,WOODTOWN,4818.959899902344
18,France,AIX-EN-PROVENCE,4818.689956665039
27,Germany,Fischbachau,4815.550012588501
55,United States,Jackson,4812.869987487793
10,Canada,Cranbrook,4809.94988822937
23,Germany,Altenmoor,4809.869995355606
39,United Kingdom,ST GEORGES,4806.639877319336
13,France,SARREGUEMINES,4804.100036621094
38,United Kingdom,WHITSON,4804.100036621094
0,Netherlands,Zwijndrecht,4803.679872512817
0,Italy,Borgo A Mozzano,4803.419982910156
38,United Kingdom,LITTLE WALDINGFIELD,4799.460065841675
9,Canada,Trois Rivieres,4785.159997463226
63,United States,Dallas,4782.929881095886
54,United States,Silver Bay,4782.509941101074
5,Australia,POINT COOK,4781.430130004883
0,United States,Eagleville,4775.780109882355
20,Germany,Viersen Hagenbroich,4769.630018234253
27,Germany,Geisenfeld,4767.189910888672
0,France,CHOISY-LE-ROI,4766.859882354736
55,United States,Miami,4764.729917526245
51,United States,Champaign,4763.939916610718
64,United States,Alexandria,4758.249947547913
56,United States,Atlanta,4758.050049781799
24,Germany,Kirchgellersen,4757.680034637451
48,United States,Worcester,4757.240149974823
63,United States,San Diego,4755.70002746582
36,United Kingdom,WHITEHILL,4751.400047302246
0,United Kingdom,Easton,4743.81001663208
59,United States,Beverly Hills,4743.439903259277
43,United States,Fort Myers,4737.089915275574
57,United States,Belen,4733.429932594299
27,Germany,Halberstadt,4732.280014514923
32,Netherlands,Espel,4731.030028820038
0,United States,Parksley,4730.689916133881
36,United Kingdom,WILKIESTON,4728.829965591431
64,United States,Spokane Valley,4728.669972419739
22,Germany,Heidenau,4726.490014076233
64,United States,Atlanta,4725.0501046180725
32,Netherlands,Rozenburg,4720.849949836731
51,United States,Machias,4715.509969711304
22,Germany,Perkam,4713.67001914978
29,Italy,Vigevano,4709.60005235672
38,United Kingdom,PLAS ISAF,4706.349960327148
42,United Kingdom,CATESBY,4702.369865894318
0,United States,St Marys,4696.309997558594
0,Germany,Schulzendorf,4696.129856109619
5,Australia,FYANS CREEK,4695.209959030151
66,United States,Peoria,4693.239899635315
34,Netherlands,Groningen,4689.319971084595
66,United States,Houston,4684.620003223419
39,United Kingdom,BALGOWAN,4682.089996337891
59,United States,Deerfield Beach,4677.270039558411
57,United States,Plano,4676.850038528442
66,United States,Sacramento,4675.399932861328
38,United Kingdom,QUEDGELEY,4673.760052680969
6,Australia,KARRATHA INDUSTRIAL ESTATE,4671.469972610474
0,Australia,THE GLEN,4671.259950637817
9,Canada,Guelph,4663.429885864258
66,United States,Louisville,4660.199952125549
59,United States,Ashland,4657.480010986328
0,France,LOOS,4652.8499937057495
61,United States,Jackson,4649.690002441406
0,United States,East Lansing,4646.809965133667
10,Canada,St Catharines,4642.6700229644775
33,Netherlands,Oss,4639.7200355529785
48,United States,Montgomery,4638.410015106201
24,Germany,Nürnberg,4637.339967727661
0,United States,Tucson,4633.340023994446
23,Germany,Kausen,4629.780083179474
54,United States,Palominas,4626.25994682312
0,United States,Camden,4625.7299127578735
65,United States,Phoenix,4622.900047540665
33,Netherlands,Den Haag,4620.630015850067
38,United Kingdom,SHORTACOMBE,4619.0398807525635
49,United States,Longview,4615.499938964844
30,Italy,Pedescala,4613.150041103363
54,United States,Tallahassee,4609.900201797485
17,France,COUDEKERQUE-BRANCHE,4601.8199944496155
22,Germany,Emmering,4601.240054130554
61,United States,Branchburg,4600.499929428101
62,United States,Norcross,4599.139979362488
39,United Kingdom,CHALTON,4598.299957275391
8,Canada,London,4598.149980545044
38,United Kingdom,ST MINVER,4596.329986572266
53,United States,Rochelle Park,4594.700134277344
55,United States,Minneapolis,4589.169962882996
54,United States,Springfield,4585.389980792999
55,United States,Seattle,4583.819913864136
0,United States,Alpharetta,4581.290010929108
30,Italy,Valle Di Cadore,4579.839889526367
36,United Kingdom,EVERLEIGH,4578.200029373169
44,United States,East Moline,4576.429954528809
24,Germany,Lüdersburg,4574.079998016357
0,United States,Elmsford,4564.979949951172
0,Germany,Bismark,4559.449910163879
66,United States,Detroit,4555.530044555664
29,Italy,Staturano,4554.570007801056
42,United Kingdom,UPPER HALLIFORD,4549.999994754791
66,United States,San Francisco,4547.619925022125
43,United States,Port Protection,4544.930107593536
0,United States,Nicholasville,4541.650011062622
4,Australia,BALLIMORE,4539.73009967804
4,Australia,MARRICKVILLE SOUTH,4531.690032958984
0,United States,Rochester,4531.580055236816
8,Canada,Campbellford,4531.219974517822
47,United States,Teterboro,4529.320083618164
27,Germany,Kirchensittenbach,4528.710048675537
0,Netherlands,Amersfoort,4527.8399658203125
22,Germany,Erfurt,4519.350012302399
63,United States,Oakland,4517.9200077056885
0,Germany,Niederstotzingen,4515.809944629669
47,United States,Green Bay,4514.1399936676025
47,United States,Memphis,4508.540021419525
59,United States,Albany,4504.8399448394775
56,United States,Elkhart,4503.77003288269
0,United States,Ontario,4502.54988861084
8,Canada,Oshawa,4495.969959259033
39,United Kingdom,NANTMEL,4492.519888877869
0,Germany,Schrozberg,4488.129896640778
0,Netherlands,Deventer,4487.5700216293335
54,United States,Houston,4481.780044555664
59,United States,Bay City,4478.000099182129
0,Italy,Piano Del Conte,4476.9999351501465
5,Australia,LARPENT,4474.629934310913
31,Netherlands,Beuningen,4469.019930839539
0,Italy,Vidigulfo,4467.580032348633
43,United States,Rocky Mount,4466.9901123046875
22,Germany,Chemnitz,4466.279970169067
65,United States,Morgantown,4464.009986877441
50,United States,Jackson,4463.229947090149
55,United States,Cambridge,4462.510115623474
48,United States,Atlanta,4457.980134725571
50,United States,Sharon,4452.060012340546
59,United States,Maryland Heights,4452.050003051758
66,United States,Columbus,4448.580081939697
23,Germany,Nürnberg,4443.42004776001
59,United States,Bend,4442.750085353851
63,United States,Savannah,4441.029975891113
39,United Kingdom,UFFCULME,4439.520004272461
57,United States,Pomona,4436.1900806427
0,Italy,Isera,4435.870101928711
0,United States,Raleigh,4433.559998035431
5,Australia,SANDRINGHAM,4431.969951629639
48,United States,Greensboro,4431.4000124931335
51,United States,Pittsburgh,4429.409893035889
33,Netherlands,Roermond,4429.120101928711
57,United States,Saint Louis,4426.739967346191
61,United States,San Francisco,4423.659999847412
43,United States,Des Moines,4422.329990386963
62,United States,Decatur,4421.979888916016
54,United States,Scotia,4420.919897556305
0,Germany,Merzalben,4411.070016860962
32,Netherlands,Boskoop,4406.420074462891
51,United States,Phoenix,4404.629911899567
40,United Kingdom,ASTON,4396.82999420166
42,United Kingdom,KEPPOCH,4395.919952392578
27,Germany,Bismark,4394.950040817261
51,United States,Raleigh,4392.670036315918
0,United States,Bridgeville,4392.110074996948
38,United Kingdom,BOSSALL,4391.000111103058
44,United States,Brookfield,4389.679993152618
0,United States,Sellersburg,4389.479954004288
24,Germany,Hausham,4387.360046386719
15,France,SEDAN,4380.310039520264
53,United States,Stockton,4376.860069274902
43,United States,Harvey,4373.740062713623
42,United Kingdom,DUNSCROFT,4372.839948654175
43,United States,Indianapolis,4371.419967651367
8,Canada,St Gedeon De Beauce,4365.020008087158
0,United States,Apple Springs,4362.709890365601
21,Germany,Niederschlettenbach,4361.10001373291
0,Australia,SUMMER ISLAND,4359.090118408203
0,Germany,Waldenburg,4358.090091705322
31,Netherlands,Amsterdam,4357.66007232666
45,United States,Trumbull,4350.4200320243835
0,United States,Santa Clara,4345.519957065582
39,United Kingdom,ST IVES,4345.360054016113
34,Netherlands,Hoogezand,4340.74002456665
27,Germany,Viersen Hoser,4324.280052185059
30,Italy,Fimiani,4319.749881744385
50,United States,Saint Louis,4314.410018920898
27,Germany,Witten Stockum,4313.50023317337
0,United States,Akron,4311.750009536743
24,Germany,Augsburg,4310.02995467186
0,United States,Bloomington,4309.040058135986
45,United States,Arlington Heights,4306.199966430664
45,United States,Middletown,4303.059969425201
0,Canada,Quesnel,4300.589954376221
0,Germany,Mötzing,4298.1300983428955
53,United States,East Lansing,4296.6198806762695
0,United States,Kittanning,4292.900021076202
55,United States,Southfield,4290.560047149658
54,United States,Redwood City,4287.4400062561035
9,Canada,KINGSTON,4286.119968414307
55,United States,Staunton,4284.500049591064
34,Netherlands,Zoetermeer,4279.069960594177
23,Germany,Baden-Baden,4277.54997253418
53,United States,Lyerly,4276.940233230591
0,United States,Tallahassee,4274.099940538406
0,Canada,St Jerome,4274.0400390625
50,United States,Girard,4272.400070667267
51,United States,Tempe,4272.119979858398
53,United States,Raleigh,4270.000061035156
43,United States,Austin,4266.970001220703
1,Australia,PELTON,4266.54993057251
0,Germany,Weidenbach,4266.30997467041
0,United States,Staten Island,4265.5599246025085
8,Canada,Rock Creek,4263.640075683594
30,Italy,Montanara,4263.410138130188
0,United States,New Orleans,4258.30997467041
4,Australia,BURWOOD HEIGHTS,4256.880071640015
48,United States,Miami,4254.720003128052
53,United States,Portage,4251.789891242981
29,Italy,Rodeano Basso,4248.829971313477
