Productkey,Currency code,Quantity_Sold,Revenue
2397,USD,21,13355.789794921875
93,USD,198,13345.200302124023
255,AUD,15,13335.0
242,USD,15,13335.0
87,USD,133,13298.669715881348
134,USD,38,13298.100463867188
635,CAD,19,13281.0
577,USD,19,13281.0
2095,CAD,9,13275.0
1565,USD,52,13260.0
1882,USD,5,13260.0
112,EUR,53,13249.470291137695
2103,EUR,26,13208.0
2116,AUD,8,13200.0
2146,CAD,8,13200.0
2164,USD,8,13200.0
142,USD,44,13199.5595703125
339,EUR,15,13198.500366210938
338,GBP,11,13189.0
1233,USD,15,13170.0
40,USD,44,13166.120483398438
2086,CAD,15,13162.5
1120,EUR,20,13140.0
1411,EUR,49,13132.0
2512,USD,101,13128.99055480957
522,USD,47,13113.0
461,EUR,16,13104.0
475,GBP,16,13104.0
1504,USD,63,13104.0
1605,GBP,45,13049.549560546875
358,USD,40,13040.0
504,EUR,15,13035.0
319,USD,15,13035.0
354,USD,34,13020.300415039062
32,USD,51,13005.0
1614,GBP,50,12999.49951171875
636,GBP,13,12987.0
566,USD,13,12987.0
318,USD,13,12987.0
542,USD,13,12987.0
616,USD,26,12974.0
1612,GBP,72,12959.280395507812
454,CAD,48,12955.19970703125
1126,USD,39,12948.0
1053,USD,22,12936.0
1073,USD,22,12936.0
1513,USD,48,12912.0
1508,USD,43,12900.0
141,USD,43,12899.569580078125
460,GBP,43,12895.699737548828
400,USD,17,12886.0
1560,USD,39,12870.0
450,AUD,14,12866.0
1462,EUR,48,12864.0
1947,USD,26,12818.0
1204,EUR,8,12800.0
1957,CAD,4,12799.9599609375
1909,EUR,4,12799.9599609375
1865,EUR,8,12799.2001953125
1092,USD,19,12787.0
1612,EUR,71,12779.290390014648
1859,EUR,7,12732.300170898438
54,GBP,43,12728.0
1844,AUD,7,12726.0
1879,AUD,7,12726.0
459,GBP,47,12685.299713134766
2183,USD,17,12681.829833984375
2097,GBP,16,12656.0
1157,GBP,8,12640.0
1449,EUR,42,12600.0
1424,USD,63,12600.0
51,GBP,63,12596.849807739258
1916,USD,14,12586.0
624,EUR,18,12582.0
423,AUD,21,12579.0
371,CAD,21,12579.0
1106,USD,39,12558.0
1044,USD,20,12540.0
1197,USD,29,12528.0
111,EUR,50,12499.500274658203
612,CAD,5,12495.0
576,GBP,5,12495.0
1466,EUR,43,12470.0
55,GBP,42,12432.0
435,AUD,46,12417.700561523438
1441,USD,62,12400.0
1486,GBP,43,12384.0
519,EUR,20,12380.0
356,USD,27,12336.299835205078
48,EUR,82,12295.89974975586
2101,EUR,14,12285.0
503,GBP,15,12285.0
1090,USD,37,12284.0
114,GBP,49,12249.510269165039
1148,USD,29,12238.0
464,EUR,18,12222.0
1609,CAD,47,12219.529541015625
2093,EUR,24,12192.0
1091,USD,34,12172.0
60,EUR,78,12168.0
1442,EUR,23,12167.0
462,AUD,14,12166.0
442,GBP,45,12145.499725341797
400,EUR,16,12128.0
1419,EUR,47,12126.0
1436,GBP,47,12126.0
157,AUD,11,12099.889892578125
457,GBP,55,12097.24983215332
440,GBP,55,12097.24983215332
2513,USD,93,12089.070510864258
1494,USD,58,12064.0
1434,EUR,45,12060.0
1626,GBP,55,12045.0
1467,EUR,40,12040.0
2124,USD,27,12015.0
318,EUR,12,11988.0
1153,USD,12,11988.0
2007,USD,18,11986.920043945312
434,AUD,20,11980.0
592,USD,24,11976.0
1534,USD,30,11940.0
1863,CAD,6,11939.400146484375
2117,USD,16,11935.83984375
545,USD,26,11934.0
1893,USD,6,11934.0
1572,USD,205,11887.950344085693
541,USD,17,11883.0
217,USD,17,11883.0
1602,EUR,66,11879.340362548828
2087,AUD,15,11865.0
1446,GBP,41,11849.0
1917,USD,24,11832.0
172,USD,70,11830.0
1579,EUR,54,11826.0
1581,EUR,54,11826.0
1581,GBP,54,11826.0
1506,GBP,41,11808.0
175,USD,101,11806.90015411377
2085,AUD,8,11800.0
409,USD,36,11736.0
1235,CAD,14,11732.0
1659,CAD,45,11699.549560546875
460,CAD,39,11696.09976196289
362,CAD,9,11691.0
368,GBP,9,11691.0
1042,USD,59,11682.0
1567,GBP,30,11670.0
100,USD,97,11640.0
1580,EUR,53,11607.0
1623,EUR,53,11607.0
1579,GBP,53,11607.0
148,CAD,4,11599.9599609375
51,EUR,58,11597.099822998047
2146,EUR,7,11550.0
2134,USD,7,11550.0
54,AUD,39,11544.0
1534,EUR,29,11542.0
1048,EUR,27,11529.0
398,USD,30,11488.500366210938
1564,USD,38,11476.0
587,CAD,5,11475.0
633,EUR,5,11475.0
575,EUR,5,11475.0
1095,USD,32,11456.0
1571,USD,201,11454.990337371826
1573,USD,194,11444.060325622559
431,CAD,31,11439.0
419,CAD,31,11439.0
395,USD,35,11410.0
373,USD,35,11410.0
1540,EUR,30,11400.0
52,EUR,57,11397.149826049805
465,USD,44,11396.0
399,EUR,19,11381.0
393,EUR,19,11381.0
342,EUR,19,11381.0
1096,USD,18,11376.0
1617,USD,195,11308.050327301025
529,EUR,13,11297.0
490,EUR,13,11297.0
1060,EUR,18,11286.0
1060,USD,18,11286.0
113,CAD,45,11249.550247192383
1021,USD,40,11240.0
1486,USD,39,11232.0
65,GBP,62,11222.0
1487,USD,42,11214.0
1865,USD,7,11199.300170898438
1870,CAD,7,11193.0
1895,EUR,7,11193.0
1835,GBP,7,11193.0
1443,CAD,19,11191.0
1443,GBP,19,11191.0
2135,EUR,15,11189.849853515625
2171,USD,15,11189.849853515625
391,EUR,16,11184.0
2093,CAD,22,11176.0
110,USD,84,11171.160461425781
1607,EUR,62,11159.380340576172
164,CAD,7,11145.399658203125
1552,GBP,28,11144.0
477,EUR,18,11142.0
43,USD,48,11136.0
97,USD,165,11121.00025177002
376,USD,29,11105.550354003906
141,EUR,37,11099.629638671875
1107,USD,31,11098.0
1150,USD,27,11097.0
181,USD,86,11094.0
2087,CAD,14,11074.0
1181,EUR,7,11060.0
1181,GBP,7,11060.0
1187,AUD,13,11050.0
62,EUR,61,11041.0
628,USD,24,11016.0
1176,GBP,11,11000.0
137,EUR,22,10999.77978515625
1851,EUR,11,10998.900268554688
25,USD,55,10994.49966430664
636,EUR,11,10989.0
590,EUR,11,10989.0
1841,GBP,11,10989.0
95,USD,163,10986.200248718262
94,USD,163,10986.200248718262
544,USD,22,10978.0
1142,USD,28,10973.199829101562
1158,AUD,7,10920.0
1158,GBP,7,10920.0
1854,USD,6,10913.400146484375
1884,EUR,6,10908.0
1227,EUR,11,10868.0
662,USD,46,10856.0
1463,EUR,37,10841.0
1010,USD,58,10840.199645996094
2404,EUR,17,10811.829833984375
1432,GBP,36,10800.0
1458,GBP,54,10800.0
1936,USD,36,10799.6396484375
448,CAD,40,10795.999755859375
547,USD,43,10793.0
1093,USD,19,10792.0
1952,EUR,12,10788.0
1928,USD,12,10788.0
427,AUD,23,10787.0
421,CAD,23,10787.0
383,EUR,18,10782.0
187,USD,83,10781.699493408203
440,CAD,49,10777.549850463867
1447,GBP,36,10764.0
618,USD,36,10764.0
1580,CAD,49,10731.0
382,USD,28,10722.600341796875
1033,USD,40,10720.0
2148,USD,24,10680.0
64,EUR,59,10679.0
1619,USD,178,10678.22029876709
1072,USD,25,10675.0
2113,EUR,21,10668.0
2108,GBP,21,10668.0
692,USD,43,10664.0
645,USD,51,10659.0
2025,EUR,16,10655.0400390625
340,GBP,13,10647.0
46,EUR,71,10646.449783325195
1098,USD,31,10633.0
344,USD,29,10614.0
348,CAD,14,10612.0
1862,EUR,4,10611.599609375
1882,CAD,4,10608.0
1882,EUR,4,10608.0
1514,USD,51,10608.0
1062,USD,34,10608.0
1057,EUR,18,10584.0
1646,EUR,66,10559.340362548828
1454,EUR,53,10547.0
346,GBP,16,10544.0
116,USD,62,10539.380340576172
118,USD,62,10539.380340576172
2106,CAD,12,10530.0
477,GBP,17,10523.0
1578,GBP,48,10512.0
1231,AUD,7,10500.0
113,EUR,42,10499.58023071289
135,EUR,30,10498.500366210938
1448,EUR,41,10496.0
1513,EUR,39,10491.0
375,GBP,15,10485.0
325,USD,21,10479.0
182,USD,88,10472.0
1125,USD,24,10468.80029296875
126,USD,73,10468.19955444336
57,EUR,67,10452.0
1615,EUR,36,10439.6396484375
351,USD,31,10416.0
957,USD,45,10395.0
404,AUD,8,10392.0
390,EUR,8,10392.0
402,GBP,8,10392.0
1516,USD,36,10368.0
1597,USD,179,10360.520191192627
507,USD,40,10360.0
2090,AUD,7,10325.0
2392,USD,24,10319.759765625
61,GBP,57,10317.0
58,EUR,66,10296.0
2097,AUD,13,10283.0
2102,AUD,13,10283.0
1234,USD,12,10272.0
1151,USD,25,10250.0
1456,EUR,34,10234.0
1105,USD,18,10224.0
1218,USD,16,10208.0
1468,USD,54,10206.0
1488,EUR,34,10200.0
1168,USD,17,10200.0
142,EUR,34,10199.65966796875
389,EUR,17,10183.0
1135,USD,31,10168.0
1551,USD,34,10166.0
1051,USD,30,10140.0
1055,USD,30,10140.0
1645,USD,175,10129.000186920166
1444,EUR,44,10120.0
447,GBP,44,10115.599731445312
385,USD,31,10106.0
557,USD,22,10098.0
605,USD,22,10098.0
1520,EUR,36,10080.0
603,USD,44,10076.0
1644,USD,174,10071.12018585205
90,EUR,67,10049.330368041992
1443,AUD,17,10013.0
1152,CAD,10,10000.0
131,USD,50,10000.0
115,GBP,40,9999.600219726562
564,AUD,4,9996.0
588,CAD,4,9996.0
1177,EUR,10,9990.0
1836,GBP,10,9990.0
1177,GBP,10,9990.0
1836,USD,10,9990.0
1831,USD,10,9990.0
2013,GBP,15,9989.100036621094
2013,USD,15,9989.100036621094
442,EUR,37,9986.299774169922
616,EUR,20,9980.0
1202,EUR,10,9980.0
41,USD,43,9976.0
1094,USD,30,9960.0
1552,EUR,25,9950.0
1838,USD,5,9945.0
1149,USD,23,9936.0
1553,USD,37,9916.0
2164,CAD,6,9900.0
2152,CAD,6,9900.0
2116,EUR,6,9900.0
1542,USD,30,9900.0
47,EUR,66,9896.699798583984
48,GBP,66,9896.699798583984
343,EUR,9,9891.0
1922,USD,11,9889.0
1940,USD,11,9889.0
1649,CAD,38,9879.61962890625
1507,USD,37,9879.0
1523,USD,33,9867.0
1615,CAD,34,9859.65966796875
1655,CAD,34,9859.65966796875
1433,EUR,32,9856.0
1581,AUD,45,9855.0
1120,USD,15,9855.0
521,USD,38,9842.0
493,USD,38,9842.0
1600,USD,170,9839.60018157959
965,USD,35,9835.0
1536,EUR,33,9834.0
528,GBP,12,9828.0
1412,EUR,34,9826.0
1171,USD,15,9825.0
1510,USD,76,9804.0
87,EUR,98,9799.019790649414
49,GBP,49,9797.549850463867
1476,EUR,34,9792.0
2160,USD,22,9790.0
2178,USD,22,9790.0
411,GBP,14,9786.0
255,EUR,11,9779.0
63,EUR,54,9774.0
1431,EUR,38,9728.0
96,USD,144,9705.600219726562
985,USD,42,9702.0
2153,USD,13,9697.869873046875
1209,EUR,11,9680.0
1070,USD,31,9672.0
341,EUR,10,9670.0
1418,GBP,33,9669.0
1223,CAD,21,9660.0
1240,CAD,11,9658.0
1077,USD,17,9656.0
1527,EUR,36,9648.0
581,EUR,21,9639.0
1618,USD,163,9615.370273590088
1415,CAD,32,9600.0
1156,EUR,6,9600.0
2484,USD,24,9600.0
1951,GBP,3,9599.969970703125
1903,GBP,3,9599.969970703125
1969,GBP,3,9599.969970703125
1975,GBP,3,9599.969970703125
1611,EUR,60,9599.400329589844
1860,CAD,6,9599.400146484375
28,USD,48,9595.19970703125
521,EUR,37,9583.0
37,USD,32,9575.3603515625
1616,USD,168,9574.320281982422
1134,GBP,30,9570.0
1605,AUD,33,9569.669677734375
161,AUD,6,9553.19970703125
1599,USD,165,9550.200176239014
1643,USD,165,9550.200176239014
1470,USD,74,9546.0
2383,EUR,15,9539.849853515625
1425,GBP,18,9522.0
1293,CAD,16,9520.0
478,USD,14,9506.0
439,AUD,17,9503.0
138,GBP,19,9499.809814453125
1194,USD,15,9495.0
293,EUR,19,9481.0
592,GBP,19,9481.0
151,GBP,8,9479.759765625
53,AUD,32,9472.0
56,AUD,32,9472.0
1063,USD,28,9464.0
2350,USD,22,9459.77978515625
1620,USD,155,9453.450260162354
1547,EUR,37,9435.0
1426,AUD,16,9424.0
1092,CAD,14,9422.0
64,GBP,52,9412.0
1424,EUR,47,9400.0
1452,EUR,32,9376.0
1604,CAD,36,9359.6396484375
120,USD,78,9359.219833374023
2067,USD,14,9323.160034179688
984,USD,47,9306.0
1900,USD,31,9299.689697265625
491,GBP,15,9285.0
352,EUR,29,9280.0
45,USD,40,9280.0
1660,GBP,32,9279.6796875
1224,CAD,9,9270.0
2104,EUR,36,9270.0
1433,CAD,30,9240.0
1416,EUR,30,9240.0
452,CAD,42,9237.899871826172
62,GBP,51,9231.0
425,CAD,25,9225.0
1459,EUR,36,9216.0
1032,USD,49,9212.0
103,EUR,80,9200.0
1458,EUR,46,9200.0
1537,EUR,25,9200.0
1623,GBP,42,9198.0
376,GBP,24,9190.80029296875
539,CAD,4,9180.0
1607,GBP,51,9179.490280151367
424,CAD,34,9178.300415039062
128,USD,64,9177.599609375
454,GBP,34,9176.599792480469
1493,GBP,34,9146.0
1503,USD,34,9146.0
2088,EUR,18,9144.0
2088,GBP,18,9144.0
176,USD,72,9136.800109863281
1207,EUR,6,9120.0
661,USD,40,9120.0
222,USD,16,9104.0
410,AUD,7,9093.0
368,CAD,7,9093.0
402,CAD,7,9093.0
404,EUR,7,9093.0
410,GBP,7,9093.0
1874,AUD,5,9090.0
1839,CAD,5,9090.0
1894,EUR,5,9090.0
1829,USD,5,9090.0
381,EUR,13,9087.0
565,EUR,13,9087.0
577,EUR,13,9087.0
369,EUR,13,9087.0
403,GBP,13,9087.0
304,USD,13,9087.0
1440,EUR,48,9072.0
110,EUR,68,9043.320373535156
1467,GBP,30,9030.0
517,EUR,11,9009.0
973,USD,45,9000.0
114,CAD,36,8999.640197753906
1990,USD,45,8999.550247192383
2051,USD,50,8999.500274658203
1861,CAD,9,8999.100219726562
1408,AUD,17,8993.0
1442,GBP,17,8993.0
542,EUR,9,8991.0
1831,EUR,9,8991.0
1226,GBP,9,8991.0
625,GBP,9,8991.0
1876,GBP,9,8991.0
1625,GBP,41,8979.0
1447,AUD,30,8970.0
1523,EUR,30,8970.0
1656,EUR,56,8959.440307617188
1412,GBP,31,8959.0
1465,EUR,45,8955.0
2147,USD,12,8951.8798828125
543,USD,39,8931.0
1471,USD,39,8931.0
608,USD,47,8930.0
1516,EUR,31,8928.0
480,USD,32,8928.0
1565,EUR,35,8925.0
2172,USD,20,8900.0
2130,USD,20,8900.0
1227,CAD,9,8892.0
59,GBP,57,8892.0
53,CAD,30,8880.0
1232,EUR,10,8880.0
1574,USD,148,8878.520248413086
1923,CAD,18,8874.0
1146,EUR,14,8862.0
1146,USD,14,8862.0
2095,AUD,6,8850.0
1096,EUR,14,8848.0
1428,GBP,33,8844.0
1462,GBP,33,8844.0
1445,GBP,33,8844.0
1426,GBP,15,8835.0
531,GBP,13,8827.0
1155,CAD,9,8820.0
42,USD,38,8816.0
401,USD,27,8802.0
271,USD,18,8802.0
84,EUR,88,8799.119812011719
339,CAD,10,8799.000244140625
457,CAD,40,8797.999877929688
1290,USD,24,8797.19970703125
1233,GBP,10,8780.0
735,USD,42,8778.0
1453,EUR,34,8772.0
1490,USD,68,8772.0
188,USD,75,8767.500114440918
1577,CAD,40,8760.0
2094,EUR,34,8755.0
111,CAD,35,8749.650192260742
133,EUR,25,8748.750305175781
1522,EUR,23,8740.0
1505,EUR,38,8740.0
1558,EUR,23,8740.0
1642,USD,151,8739.8801612854
458,CAD,38,8736.199768066406
447,CAD,38,8736.199768066406
1133,EUR,20,8724.000244140625
1113,GBP,20,8724.000244140625
617,USD,19,8721.0
964,USD,30,8700.0
462,CAD,10,8690.0
303,USD,10,8690.0
61,EUR,48,8688.0
166,USD,73,8687.0
223,EUR,15,8685.0
1429,CAD,30,8670.0
491,EUR,14,8666.0
530,EUR,14,8666.0
2037,CAD,13,8657.220031738281
2049,GBP,13,8657.220031738281
2007,GBP,13,8657.220031738281
1480,USD,67,8643.0
1506,EUR,30,8640.0
352,USD,27,8640.0
291,USD,24,8640.0
1651,GBP,54,8639.46029663086
1174,EUR,21,8631.0
1210,GBP,10,8600.0
56,GBP,29,8584.0
44,USD,37,8584.0
1625,CAD,39,8541.0
1580,GBP,39,8541.0
1484,GBP,41,8528.0
1474,USD,41,8528.0
1097,USD,15,8520.0
63,GBP,47,8507.0
1211,AUD,10,8500.0
426,AUD,17,8498.299896240234
2089,CAD,33,8497.5
2104,USD,33,8497.5
1169,EUR,15,8490.0
415,USD,26,8476.0
1603,EUR,77,8469.229835510254
154,CAD,18,8459.460021972656
2160,AUD,19,8455.0
2118,EUR,19,8455.0
1459,GBP,33,8448.0
1561,EUR,21,8442.0
468,USD,47,8413.0
482,USD,47,8413.0
1466,CAD,29,8410.0
123,EUR,30,8399.69970703125
1984,USD,42,8399.58023071289
387,EUR,12,8388.0
233,USD,12,8388.0
389,AUD,14,8386.0
413,EUR,14,8386.0
377,EUR,14,8386.0
1116,EUR,13,8385.0
1500,USD,65,8385.0
1112,USD,13,8385.0
1977,USD,17,8381.0
1519,USD,27,8370.0
446,CAD,38,8358.099884033203
1486,EUR,29,8352.0
1114,USD,25,8350.0
372,CAD,11,8338.0
414,EUR,11,8338.0
152,AUD,7,8294.789794921875
1129,USD,19,8287.800231933594
1647,GBP,46,8279.540252685547
2369,EUR,13,8267.869873046875
2355,USD,13,8267.869873046875
617,GBP,18,8262.0
639,USD,18,8262.0
168,USD,64,8256.0
2122,AUD,5,8250.0
2134,EUR,5,8250.0
2176,GBP,5,8250.0
2122,GBP,5,8250.0
2158,USD,5,8250.0
89,EUR,55,8249.450302124023
1608,GBP,75,8249.249839782715
2089,EUR,32,8240.0
535,USD,46,8234.0
1575,USD,135,8233.650226593018
1057,GBP,14,8232.0
2147,GBP,11,8205.889892578125
2129,GBP,11,8205.889892578125
1418,EUR,28,8204.0
1199,CAD,20,8200.0
1745,USD,75,8175.0
1748,USD,75,8175.0
548,USD,43,8170.0
1567,EUR,21,8169.0
1136,USD,17,8168.5
30,USD,32,8160.0
1646,CAD,51,8159.490280151367
1465,GBP,41,8159.0
331,USD,41,8159.0
72,USD,170,8151.500129699707
531,EUR,12,8148.0
2098,CAD,16,8128.0
1439,GBP,27,8127.0
978,USD,28,8120.0
1228,AUD,5,8100.0
1488,USD,27,8100.0
424,AUD,30,8098.5003662109375
459,AUD,30,8096.999816894531
1555,EUR,22,8096.0
1562,USD,34,8092.0
1964,EUR,9,8091.0
1970,GBP,9,8091.0
1952,USD,9,8091.0
1092,GBP,12,8076.0
1551,EUR,27,8073.0
1489,EUR,26,8060.0
1649,GBP,31,8059.689697265625
477,USD,13,8047.0
1554,EUR,27,8046.0
1653,EUR,73,8029.269844055176
1517,EUR,30,8010.0
2166,EUR,18,8010.0
2136,EUR,18,8010.0
113,GBP,32,7999.68017578125
1601,GBP,50,7999.500274658203
1855,USD,5,7999.5001220703125
1890,EUR,5,7995.0
1830,USD,5,7995.0
1709,USD,114,7994.819686889648
614,AUD,8,7992.0
54,CAD,27,7992.0
1201,EUR,8,7992.0
1226,EUR,8,7992.0
614,EUR,8,7992.0
334,GBP,8,7992.0
1871,USD,8,7992.0
2055,EUR,12,7991.280029296875
2013,EUR,12,7991.280029296875
2055,USD,12,7991.280029296875
203,EUR,10,7990.0
156,EUR,17,7989.490020751953
309,EUR,16,7984.0
1178,GBP,8,7984.0
1122,USD,24,7968.0
163,AUD,5,7960.999755859375
162,AUD,5,7960.999755859375
1848,CAD,4,7959.60009765625
1858,EUR,4,7959.60009765625
1877,CAD,3,7956.0
1872,CAD,3,7956.0
1892,EUR,3,7956.0
1873,GBP,4,7956.0
1827,USD,3,7956.0
91,EUR,53,7949.470291137695
703,EUR,38,7942.0
1414,EUR,31,7936.0
100,EUR,66,7920.0
2092,CAD,10,7910.0
1082,USD,26,7904.0
2091,GBP,9,7897.5
1079,USD,22,7876.0
1115,USD,24,7872.0
1035,USD,28,7868.0
73,USD,164,7863.80012512207
1117,USD,18,7851.6002197265625
1203,CAD,8,7840.0
1520,GBP,28,7840.0
1606,GBP,49,7839.510269165039
2028,USD,56,7839.4403076171875
1455,EUR,27,7830.0
1610,CAD,27,7829.729736328125
1422,CAD,26,7826.0
395,EUR,24,7824.0
303,EUR,9,7821.0
104,GBP,68,7820.0
1505,USD,34,7820.0
453,CAD,34,7816.599792480469
441,GBP,34,7816.599792480469
557,EUR,17,7803.0
1513,AUD,29,7801.0
1182,CAD,5,7800.0
1498,EUR,26,7800.0
132,USD,39,7800.0
129,USD,39,7800.0
2387,USD,26,7799.73974609375
1604,GBP,30,7799.69970703125
1654,GBP,30,7799.69970703125
92,GBP,52,7799.480285644531
429,AUD,13,7798.7003173828125
386,AUD,6,7794.0
404,CAD,6,7794.0
396,CAD,6,7794.0
374,EUR,6,7794.0
691,USD,33,7788.0
664,USD,34,7786.0
1531,CAD,20,7780.0
1447,EUR,26,7774.0
1451,EUR,29,7772.0
977,USD,29,7772.0
71,USD,162,7767.900123596191
220,GBP,7,7763.0
204,USD,7,7763.0
220,USD,7,7763.0
436,AUD,21,7749.0
431,AUD,21,7749.0
322,USD,21,7749.0
2099,EUR,30,7725.0
1221,USD,16,7712.0
160,CAD,7,7699.929931640625
343,CAD,7,7693.0
397,EUR,11,7689.0
1140,EUR,16,7688.0
119,USD,64,7679.35986328125
1134,USD,24,7656.0
1230,EUR,5,7650.0
46,CAD,51,7647.449844360352
523,USD,55,7645.0
1076,EUR,12,7644.0
1045,GBP,13,7644.0
2206,USD,12,7631.8798828125
560,USD,40,7600.0
27,USD,38,7596.199768066406
1427,EUR,33,7590.0
1427,GBP,33,7590.0
1524,GBP,23,7590.0
98,GBP,63,7560.0
1919,USD,27,7559.729736328125
2076,USD,54,7559.460296630859
1242,EUR,9,7542.0
1650,CAD,26,7539.73974609375
1610,GBP,26,7539.73974609375
494,USD,27,7533.0
1483,EUR,28,7532.0
70,USD,157,7528.150119781494
976,USD,40,7520.0
990,USD,40,7520.0
1601,EUR,47,7519.530258178711
495,USD,54,7506.0
421,AUD,16,7504.0
1445,CAD,28,7504.0
1563,EUR,28,7504.0
1535,GBP,28,7504.0
1231,EUR,5,7500.0
140,CAD,15,7499.849853515625
137,GBP,15,7499.849853515625
115,CAD,30,7499.700164794922
600,GBP,3,7497.0
638,CAD,15,7485.0
309,USD,15,7485.0
39,EUR,25,7480.750274658203
1213,USD,44,7480.0
1608,EUR,68,7479.319854736328
1024,USD,40,7475.999755859375
1430,GBP,25,7475.0
294,USD,25,7475.0
546,USD,25,7475.0
326,USD,25,7475.0
2183,EUR,10,7459.89990234375
2177,GBP,10,7459.89990234375
2141,USD,10,7459.89990234375
107,EUR,56,7447.4403076171875
1626,EUR,34,7446.0
519,GBP,12,7428.0
64,CAD,41,7421.0
1133,USD,17,7415.400207519531
56,CAD,25,7400.0
1029,USD,37,7400.0
1929,USD,15,7395.0
1549,EUR,19,7391.0
1089,GBP,13,7384.0
1175,EUR,18,7380.0
1652,CAD,41,7379.590225219727
2085,GBP,5,7375.0
1613,EUR,67,7369.329856872559
189,USD,58,7360.200088500977
359,CAD,20,7360.0
1555,GBP,20,7360.0
1145,EUR,13,7358.0
1598,USD,127,7350.760135650635
47,GBP,49,7347.549850463867
545,EUR,16,7344.0
591,USD,32,7328.0
2031,GBP,11,7325.340026855469
2079,USD,11,7325.340026855469
1219,EUR,11,7315.0
106,EUR,55,7314.450302124023
356,GBP,16,7310.39990234375
454,AUD,27,7287.299835205078
1484,USD,35,7280.0
1614,CAD,28,7279.7197265625
619,USD,29,7279.0
1864,USD,4,7275.60009765625
1884,CAD,4,7272.0
114,AUD,29,7249.710159301758
111,GBP,29,7249.710159301758
1564,EUR,24,7248.0
61,CAD,40,7240.0
1535,EUR,27,7236.0
1622,GBP,33,7227.0
184,USD,73,7227.0
1446,EUR,25,7225.0
1439,EUR,24,7224.0
1078,USD,23,7222.0
1115,EUR,22,7216.0
1119,USD,22,7216.0
1224,GBP,7,7210.0
1477,USD,27,7209.0
1460,CAD,24,7200.0
1192,CAD,12,7200.0
1518,EUR,24,7200.0
277,USD,15,7200.0
264,USD,15,7200.0
2008,USD,36,7199.640197753906
338,CAD,6,7194.0
1940,AUD,8,7192.0
1928,EUR,8,7192.0
371,EUR,12,7188.0
377,GBP,12,7188.0
1765,GBP,12,7185.599853515625
287,USD,18,7182.0
57,GBP,46,7176.0
594,USD,24,7176.0
1058,USD,23,7176.0
1313,USD,35,7175.0
373,EUR,22,7172.0
127,USD,50,7169.999694824219
524,USD,40,7160.0
1562,EUR,30,7140.0
32,EUR,28,7140.0
1293,GBP,12,7140.0
1295,GBP,12,7140.0
1499,USD,23,7130.0
441,AUD,31,7126.899810791016
268,USD,8,7112.0
150,CAD,6,7109.81982421875
1067,EUR,21,7098.0
1209,AUD,8,7040.0
347,GBP,12,7032.0
979,USD,25,7025.0
2111,AUD,8,7020.0
2115,GBP,8,7020.0
1602,CAD,39,7019.610214233398
1991,USD,39,7019.610214233398
2039,USD,39,7019.610214233398
435,CAD,26,7018.7003173828125
1577,GBP,32,7008.0
1225,GBP,7,7000.0
1568,USD,25,7000.0
2062,USD,35,6999.650192260742
1851,GBP,7,6999.3001708984375
329,USD,26,6994.0
636,AUD,7,6993.0
1201,AUD,7,6993.0
1457,CAD,37,6993.0
1871,CAD,7,6993.0
1881,USD,7,6993.0
1891,USD,7,6993.0
1841,USD,7,6993.0
1086,USD,23,6992.0
405,CAD,10,6990.0
363,EUR,10,6990.0
225,EUR,10,6990.0
320,GBP,10,6990.0
397,GBP,10,6990.0
624,USD,10,6990.0
533,USD,25,6975.0
